brand,product,name,specific,hex,r,g,b,lightness,undertone,categories,source_dataset,source_file
MAC,Studio Fix Soft Matte Foundation Stick,NA,NC44,#D79057,215,144,87,0.592157,neutral,,Cosmetic Foundation Shades,allShades.csv
MAC,Studio Fix Soft Matte Foundation Stick,NA,NC45,#C27C4B,194,124,75,0.527451,neutral,,Cosmetic Foundation Shades,allShades.csv
MAC,Studio Fix Soft Matte Foundation Stick,NA,NW47,#A15833,161,88,51,0.415686,neutral,,Cosmetic Foundation Shades,allShades.csv
MAC,Studio Fix Soft Matte Foundation Stick,NA,NC50,#AC643B,172,100,59,0.452941,neutral,,Cosmetic Foundation Shades,allShades.csv
MAC,Studio Fix Soft Matte Foundation Stick,NA,NC55,#AD6433,173,100,51,0.439216,neutral,,Cosmetic Foundation Shades,allShades.csv
MAC,Studio Fix Soft Matte Foundation Stick,NA,NW55,#955533,149,85,51,0.392157,neutral,,Cosmetic Foundation Shades,allShades.csv
MAC,Studio Fix Soft Matte Foundation Stick,NA,NC60,#925B37,146,91,55,0.394118,neutral,,Cosmetic Foundation Shades,allShades.csv
MAC,Studio Fix Soft Matte Foundation Stick,NA,NW60,#653A29,101,58,41,0.278431,neutral,,Cosmetic Foundation Shades,allShades.csv
Au Naturale,Zero Gravity C2P Foundation,Lucia,NA,#DF9B6A,223,155,106,0.645098,cool,,Cosmetic Foundation Shades,allShades.csv
Au Naturale,Zero Gravity C2P Foundation,Porcelain,NA,#E9CBB3,233,203,179,0.807843,cool,,Cosmetic Foundation Shades,allShades.csv
Au Naturale,Zero Gravity C2P Foundation,Biscay,NA,#D4B08C,212,176,140,0.690196,cool,,Cosmetic Foundation Shades,allShades.csv
Au Naturale,Zero Gravity C2P Foundation,Sand,NA,#DDAD83,221,173,131,0.690196,cool,,Cosmetic Foundation Shades,allShades.csv
Au Naturale,Zero Gravity C2P Foundation,Honey,NA,#E2B07A,226,176,122,0.682353,warm,,Cosmetic Foundation Shades,allShades.csv
Au Naturale,Zero Gravity C2P Foundation,Seville,NA,#D1A580,209,165,128,0.660784,cool,,Cosmetic Foundation Shades,allShades.csv
Au Naturale,Zero Gravity C2P Foundation,Lucerne,NA,#D9B192,217,177,146,0.711765,cool,,Cosmetic Foundation Shades,allShades.csv
Au Naturale,Zero Gravity C2P Foundation,Marino,NA,#E4AB7E,228,171,126,0.694118,cool,,Cosmetic Foundation Shades,allShades.csv
Au Naturale,Zero Gravity C2P Foundation,Mallorca,NA,#B5845C,181,132,92,0.535294,cool,,Cosmetic Foundation Shades,allShades.csv
Au Naturale,Zero Gravity C2P Foundation,Kapua,NA,#C38469,195,132,105,0.588235,cool,,Cosmetic Foundation Shades,allShades.csv
Au Naturale,Zero Gravity C2P Foundation,Mumbai,NA,#985E41,152,94,65,0.42549,cool,,Cosmetic Foundation Shades,allShades.csv
Au Naturale,Zero Gravity C2P Foundation,Cali,NA,#985A4A,152,90,74,0.443137,cool,,Cosmetic Foundation Shades,allShades.csv
Au Naturale,Zero Gravity C2P Foundation,Punaluu,NA,#835240,131,82,64,0.382353,cool,,Cosmetic Foundation Shades,allShades.csv
Au Naturale,Zero Gravity C2P Foundation,Goa,NA,#6D3E32,109,62,50,0.311765,cool,,Cosmetic Foundation Shades,allShades.csv
Au Naturale,Zero Gravity C2P Foundation,Java,NA,#603F35,96,63,53,0.292157,cool,,Cosmetic Foundation Shades,allShades.csv
It Cosmetics,Your Skin But Better CC+ Airbrush Perfecting Color Correcting Setting Powder,Tan,NA,#F7B892,247,184,146,0.770588,warm,,Cosmetic Foundation Shades,allShades.csv
It Cosmetics,Your Skin But Better CC+ Airbrush Perfecting Color Correcting Setting Powder,Fair,NA,#FDECE1,253,236,225,0.937255,neutral,,Cosmetic Foundation Shades,allShades.csv
It Cosmetics,Your Skin But Better CC+ Airbrush Perfecting Color Correcting Setting Powder,Light,NA,#FAE4D2,250,228,210,0.901961,neutral,,Cosmetic Foundation Shades,allShades.csv
It Cosmetics,Your Skin But Better CC+ Airbrush Perfecting Color Correcting Setting Powder,Medium,NA,#F9C49A,249,196,154,0.790196,neutral,,Cosmetic Foundation Shades,allShades.csv
It Cosmetics,Your Skin But Better CC+ Airbrush Perfecting Color Correcting Setting Powder,Medium Tan,NA,#F3C39D,243,195,157,0.784314,warm,,Cosmetic Foundation Shades,allShades.csv
It Cosmetics,Your Skin But Better CC+ Airbrush Perfecting Color Correcting Setting Powder,Rich,NA,#E69664,230,150,100,0.647059,neutral,,Cosmetic Foundation Shades,allShades.csv
It Cosmetics,Your Skin But Better CC+ Airbrush Perfecting Color Correcting Setting Powder,Deep,NA,#C17A58,193,122,88,0.55098,neutral,,Cosmetic Foundation Shades,allShades.csv
Clinique,Superpowder Double Face Makeup,Matte Ivory,NA,#EDC0A4,237,192,164,0.786275,cool,,Cosmetic Foundation Shades,allShades.csv
Clinique,Superpowder Double Face Makeup,Matte Cream,NA,#E8C1A2,232,193,162,0.772549,neutral,,Cosmetic Foundation Shades,allShades.csv
Clinique,Superpowder Double Face Makeup,Matte Neutral,NA,#F9F9F8,249,249,248,0.97451,neutral,,Cosmetic Foundation Shades,allShades.csv
Clinique,Superpowder Double Face Makeup,Matte Medium,NA,#DCB390,220,179,144,0.713725,neutral,,Cosmetic Foundation Shades,allShades.csv
Clinique,Superpowder Double Face Makeup,Matte Beige,NA,#E8BD9A,232,189,154,0.756863,warm,,Cosmetic Foundation Shades,allShades.csv
Clinique,Superpowder Double Face Makeup,Matte Honey,NA,#E4B190,228,177,144,0.729412,warm,,Cosmetic Foundation Shades,allShades.csv
Clinique,Beyond Perfecting Powder Foundation + Concealer,Ginger,NA,#BF7B43,191,123,67,0.505882,neutral,,Cosmetic Foundation Shades,allShades.csv
ULTA,Mineral Powder Foundation,Tan Neutral,NA,#D49572,212,149,114,0.639216,warm,,Cosmetic Foundation Shades,allShades.csv
ULTA,Mineral Powder Foundation,Fair Warm,NA,#F8E7D7,248,231,215,0.907843,warm,,Cosmetic Foundation Shades,allShades.csv
ULTA,Mineral Powder Foundation,Fair Cool,NA,#F6CFA7,246,207,167,0.809804,cool,,Cosmetic Foundation Shades,allShades.csv
ULTA,Mineral Powder Foundation,Fair to Light Neutral,NA,#FDEBD1,253,235,209,0.905882,neutral,,Cosmetic Foundation Shades,allShades.csv
ULTA,Mineral Powder Foundation,Light to Medium Cool,NA,#E6C3A7,230,195,167,0.778431,cool,,Cosmetic Foundation Shades,allShades.csv
ULTA,Mineral Powder Foundation,Medium Warm,NA,#EFCCA6,239,204,166,0.794118,warm,,Cosmetic Foundation Shades,allShades.csv
ULTA,Mineral Powder Foundation,Medium Neutral,NA,#EAB994,234,185,148,0.74902,neutral,,Cosmetic Foundation Shades,allShades.csv
ULTA,Mineral Powder Foundation,Medium to Tan Warm,NA,#E4C0A0,228,192,160,0.760784,warm,,Cosmetic Foundation Shades,allShades.csv
ULTA,Mineral Powder Foundation,Tan Cool,NA,#E8B096,232,176,150,0.74902,cool,,Cosmetic Foundation Shades,allShades.csv
ULTA,Mineral Powder Foundation,Tan Dark Cool,NA,#E7A176,231,161,118,0.684314,cool,,Cosmetic Foundation Shades,allShades.csv
ULTA,Mineral Powder Foundation,Dark Warm,NA,#DDAA90,221,170,144,0.715686,warm,,Cosmetic Foundation Shades,allShades.csv
ULTA,Mineral Powder Foundation,Dark Cool,NA,#BF7E68,191,126,104,0.578431,cool,,Cosmetic Foundation Shades,allShades.csv
jane iredale,PurePressed Base Mineral Foundation Refill,Golden Glow,NA,#F1C699,241,198,153,0.772549,warm,,Cosmetic Foundation Shades,allShades.csv
jane iredale,PurePressed Base Mineral Foundation Refill,Ivory,NA,#EFE3D8,239,227,216,0.892157,cool,,Cosmetic Foundation Shades,allShades.csv
jane iredale,PurePressed Base Mineral Foundation Refill,Bisque,NA,#F3D7B9,243,215,185,0.839216,neutral,,Cosmetic Foundation Shades,allShades.csv
jane iredale,PurePressed Base Mineral Foundation Refill,Warm Silk,NA,#E2BF9B,226,191,155,0.747059,warm,,Cosmetic Foundation Shades,allShades.csv
jane iredale,PurePressed Base Mineral Foundation Refill,Light Beige,NA,#DDB59A,221,181,154,0.735294,warm,,Cosmetic Foundation Shades,allShades.csv
jane iredale,PurePressed Base Mineral Foundation Refill,Satin,NA,#E2BFA3,226,191,163,0.762745,neutral,,Cosmetic Foundation Shades,allShades.csv
jane iredale,PurePressed Base Mineral Foundation Refill,Amber,NA,#FBD5B0,251,213,176,0.837255,warm,,Cosmetic Foundation Shades,allShades.csv
jane iredale,PurePressed Base Mineral Foundation Refill,Radiant,NA,#E7C4A4,231,196,164,0.77451,neutral,,Cosmetic Foundation Shades,allShades.csv
jane iredale,PurePressed Base Mineral Foundation Refill,Warm Sienna,NA,#EAC599,234,197,153,0.758824,warm,,Cosmetic Foundation Shades,allShades.csv
jane iredale,PurePressed Base Mineral Foundation Refill,Natural,NA,#EDCFB9,237,207,185,0.827451,neutral,,Cosmetic Foundation Shades,allShades.csv
jane iredale,PurePressed Base Mineral Foundation Refill,Sweet Honey,NA,#ECB682,236,182,130,0.717647,warm,,Cosmetic Foundation Shades,allShades.csv
jane iredale,PurePressed Base Mineral Foundation Refill,Suntan,NA,#DAB899,218,184,153,0.727451,neutral,,Cosmetic Foundation Shades,allShades.csv
jane iredale,PurePressed Base Mineral Foundation Refill,Honey Bronze,NA,#E6B68F,230,182,143,0.731373,warm,,Cosmetic Foundation Shades,allShades.csv
jane iredale,PurePressed Base Mineral Foundation Refill,Latte,NA,#E2AF7E,226,175,126,0.690196,neutral,,Cosmetic Foundation Shades,allShades.csv
jane iredale,PurePressed Base Mineral Foundation Refill,Caramel,NA,#ECB183,236,177,131,0.719608,neutral,,Cosmetic Foundation Shades,allShades.csv
jane iredale,PurePressed Base Mineral Foundation Refill,Golden Tan,NA,#E7AA7B,231,170,123,0.694118,warm,,Cosmetic Foundation Shades,allShades.csv
jane iredale,PurePressed Base Mineral Foundation Refill,Teakwood,NA,#E2A77D,226,167,125,0.688235,neutral,,Cosmetic Foundation Shades,allShades.csv
jane iredale,PurePressed Base Mineral Foundation Refill,Riviera,NA,#E1BEA1,225,190,161,0.756863,neutral,,Cosmetic Foundation Shades,allShades.csv
jane iredale,PurePressed Base Mineral Foundation Refill,Fawn,NA,#D7A27A,215,162,122,0.660784,neutral,,Cosmetic Foundation Shades,allShades.csv
jane iredale,PurePressed Base Mineral Foundation Refill,Autumn,NA,#E4A96D,228,169,109,0.660784,neutral,,Cosmetic Foundation Shades,allShades.csv
jane iredale,PurePressed Base Mineral Foundation Refill,Cognac,NA,#BA906A,186,144,106,0.572549,neutral,,Cosmetic Foundation Shades,allShades.csv
jane iredale,PurePressed Base Mineral Foundation Refill,Warm Brown,NA,#CA8B5C,202,139,92,0.576471,warm,,Cosmetic Foundation Shades,allShades.csv
jane iredale,PurePressed Base Mineral Foundation Refill,Velvet,NA,#BF9063,191,144,99,0.568627,neutral,,Cosmetic Foundation Shades,allShades.csv
jane iredale,PurePressed Base Mineral Foundation Refill,Bittersweet,NA,#B58561,181,133,97,0.545098,neutral,,Cosmetic Foundation Shades,allShades.csv
jane iredale,PurePressed Base Mineral Foundation Refill,Mahogany,NA,#9B6D59,155,109,89,0.478431,neutral,,Cosmetic Foundation Shades,allShades.csv
jane iredale,PurePressed Base Mineral Foundation Refill,Cocoa,NA,#966854,150,104,84,0.458824,neutral,,Cosmetic Foundation Shades,allShades.csv
Too Faced,Born This Way Undetectable Medium-to-Full Coverage Powder Foundation,Natural Beige,NA,#C79B6E,199,155,110,0.605882,warm,,Cosmetic Foundation Shades,allShades.csv
Too Faced,Born This Way Undetectable Medium-to-Full Coverage Powder Foundation,Snow,NA,#E5CEAC,229,206,172,0.786275,neutral,,Cosmetic Foundation Shades,allShades.csv
Too Faced,Born This Way Undetectable Medium-to-Full Coverage Powder Foundation,Cream Puff,NA,#F4D4B9,244,212,185,0.841176,neutral,,Cosmetic Foundation Shades,allShades.csv
Too Faced,Born This Way Undetectable Medium-to-Full Coverage Powder Foundation,Almond,NA,#EFD8AF,239,216,175,0.811765,neutral,,Cosmetic Foundation Shades,allShades.csv
Too Faced,Born This Way Undetectable Medium-to-Full Coverage Powder Foundation,Porcelain,NA,#EDD1AC,237,209,172,0.801961,cool,,Cosmetic Foundation Shades,allShades.csv
Too Faced,Born This Way Undetectable Medium-to-Full Coverage Powder Foundation,Vanilla,NA,#EACA9B,234,202,155,0.762745,neutral,,Cosmetic Foundation Shades,allShades.csv
Too Faced,Born This Way Undetectable Medium-to-Full Coverage Powder Foundation,Nude,NA,#E7BF92,231,191,146,0.739216,neutral,,Cosmetic Foundation Shades,allShades.csv
Too Faced,Born This Way Undetectable Medium-to-Full Coverage Powder Foundation,Golden Beige,NA,#CDAB7E,205,171,126,0.64902,warm,,Cosmetic Foundation Shades,allShades.csv
Too Faced,Born This Way Undetectable Medium-to-Full Coverage Powder Foundation,Light Beige,NA,#D7B586,215,181,134,0.684314,warm,,Cosmetic Foundation Shades,allShades.csv
Too Faced,Born This Way Undetectable Medium-to-Full Coverage Powder Foundation,Sand,NA,#C6A16D,198,161,109,0.601961,neutral,,Cosmetic Foundation Shades,allShades.csv
Too Faced,Born This Way Undetectable Medium-to-Full Coverage Powder Foundation,Warm Sand,NA,#C69767,198,151,103,0.590196,warm,,Cosmetic Foundation Shades,allShades.csv
Too Faced,Born This Way Undetectable Medium-to-Full Coverage Powder Foundation,Mocha,NA,#B6825B,182,130,91,0.535294,neutral,,Cosmetic Foundation Shades,allShades.csv
Too Faced,Born This Way Undetectable Medium-to-Full Coverage Powder Foundation,Maple,NA,#A67148,166,113,72,0.466667,neutral,,Cosmetic Foundation Shades,allShades.csv
Too Faced,Born This Way Undetectable Medium-to-Full Coverage Powder Foundation,Chai,NA,#9E6A44,158,106,68,0.443137,neutral,,Cosmetic Foundation Shades,allShades.csv
Too Faced,Born This Way Undetectable Medium-to-Full Coverage Powder Foundation,Cocoa,NA,#8F5F3F,143,95,63,0.403922,neutral,,Cosmetic Foundation Shades,allShades.csv
Smashbox,Halo Fresh Setting & Perfecting Powder,Medium,NA,#EBA96C,235,169,108,0.672549,neutral,,Cosmetic Foundation Shades,allShades.csv
Smashbox,Halo Fresh Setting & Perfecting Powder,Fair,NA,#FCD8AF,252,216,175,0.837255,neutral,,Cosmetic Foundation Shades,allShades.csv
Smashbox,Halo Fresh Setting & Perfecting Powder,Fair/Light,NA,#FCD0A3,252,208,163,0.813725,neutral,,Cosmetic Foundation Shades,allShades.csv
Smashbox,Halo Fresh Setting & Perfecting Powder,Light,NA,#FACA91,250,202,145,0.77451,neutral,,Cosmetic Foundation Shades,allShades.csv
Smashbox,Halo Fresh Setting & Perfecting Powder,Light/Neutral,NA,#EDB685,237,182,133,0.72549,neutral,,Cosmetic Foundation Shades,allShades.csv
Smashbox,Halo Fresh Setting & Perfecting Powder,Light/Medium,NA,#F4B77A,244,183,122,0.717647,neutral,,Cosmetic Foundation Shades,allShades.csv
Smashbox,Halo Fresh Setting & Perfecting Powder,Medium/Tan,NA,#D39664,211,150,100,0.609804,warm,,Cosmetic Foundation Shades,allShades.csv
Smashbox,Halo Fresh Setting & Perfecting Powder,Tan,NA,#BF8457,191,132,87,0.545098,warm,,Cosmetic Foundation Shades,allShades.csv
Smashbox,Halo Fresh Setting & Perfecting Powder,Dark/Neutral,NA,#B37446,179,116,70,0.488235,neutral,,Cosmetic Foundation Shades,allShades.csv
Smashbox,Halo Fresh Setting & Perfecting Powder,Dark,NA,#AB6636,171,102,54,0.441176,neutral,,Cosmetic Foundation Shades,allShades.csv
Tarte,Double Duty Beauty Shape Tape Pressed Powder,Medium-Tan Honey,37H,#EC975E,236,151,94,0.647059,warm,,Cosmetic Foundation Shades,allShades.csv
Tarte,Double Duty Beauty Shape Tape Pressed Powder,Fair Neutral,10N,#FED1B9,254,209,185,0.860784,neutral,,Cosmetic Foundation Shades,allShades.csv
Tarte,Double Duty Beauty Shape Tape Pressed Powder,Fair-Light Neutral,15N,#F5C19D,245,193,157,0.788235,neutral,,Cosmetic Foundation Shades,allShades.csv
Tarte,Double Duty Beauty Shape Tape Pressed Powder,Light Beige,22B,#F5B491,245,180,145,0.764706,warm,,Cosmetic Foundation Shades,allShades.csv
Tarte,Double Duty Beauty Shape Tape Pressed Powder,Light Neutral,22N,#F2B891,242,184,145,0.758824,neutral,,Cosmetic Foundation Shades,allShades.csv
Tarte,Double Duty Beauty Shape Tape Pressed Powder,Light-Medium Neutral,29N,#D69775,214,151,117,0.64902,neutral,,Cosmetic Foundation Shades,allShades.csv
Tarte,Double Duty Beauty Shape Tape Pressed Powder,Light-Medium Sand,29S,#E8A973,232,169,115,0.680392,neutral,,Cosmetic Foundation Shades,allShades.csv
Tarte,Double Duty Beauty Shape Tape Pressed Powder,Medium Neutral,33N,#EDA87E,237,168,126,0.711765,neutral,,Cosmetic Foundation Shades,allShades.csv
Tarte,Double Duty Beauty Shape Tape Pressed Powder,Medium Sand,33S,#DF9D6B,223,157,107,0.647059,neutral,,Cosmetic Foundation Shades,allShades.csv
Tarte,Double Duty Beauty Shape Tape Pressed Powder,Tan Sand,42S,#E79B62,231,155,98,0.645098,warm,,Cosmetic Foundation Shades,allShades.csv
Tarte,Double Duty Beauty Shape Tape Pressed Powder,Tan-Deep Neutral,47N,#CA8050,202,128,80,0.552941,warm,,Cosmetic Foundation Shades,allShades.csv
Tarte,Double Duty Beauty Shape Tape Pressed Powder,Tan Deep Honey,49H,#A96B46,169,107,70,0.468627,warm,,Cosmetic Foundation Shades,allShades.csv
Tarte,Double Duty Beauty Shape Tape Pressed Powder,Deep Neutral,52N,#945A33,148,90,51,0.390196,neutral,,Cosmetic Foundation Shades,allShades.csv
Tarte,Double Duty Beauty Shape Tape Pressed Powder,Deep Sand,52S,#8B562E,139,86,46,0.362745,neutral,,Cosmetic Foundation Shades,allShades.csv
Tarte,Double Duty Beauty Shape Tape Pressed Powder,Deep Honey,54H,#8F5B43,143,91,67,0.411765,warm,,Cosmetic Foundation Shades,allShades.csv
Tarte,Double Duty Beauty Shape Tape Pressed Powder,Rich Neutral,57N,#7E4D32,126,77,50,0.345098,neutral,,Cosmetic Foundation Shades,allShades.csv
Tarte,Double Duty Beauty Shape Tape Pressed Powder,Rich Honey,58H,#80523D,128,82,61,0.370588,warm,,Cosmetic Foundation Shades,allShades.csv
Tarte,Double Duty Beauty Shape Tape Pressed Powder,Mahogany,60H,#6D4632,109,70,50,0.311765,neutral,,Cosmetic Foundation Shades,allShades.csv
Tarte,Double Duty Beauty Shape Tape Pressed Powder,Espresso,61H,#744A39,116,74,57,0.339216,neutral,,Cosmetic Foundation Shades,allShades.csv
W3LL PEOPLE,Narcissist Foundation Stick,Pale Ivory,NA,#F0D1B5,240,209,181,0.82549,cool,,Cosmetic Foundation Shades,allShades.csv
W3LL PEOPLE,Narcissist Foundation Stick,Fair Pink,NA,#DFAE8E,223,174,142,0.715686,cool,,Cosmetic Foundation Shades,allShades.csv
W3LL PEOPLE,Narcissist Foundation Stick,Fair Golden,NA,#EABF9B,234,191,155,0.762745,warm,,Cosmetic Foundation Shades,allShades.csv
W3LL PEOPLE,Narcissist Foundation Stick,Medium Neutral,NA,#E1AC84,225,172,132,0.7,neutral,,Cosmetic Foundation Shades,allShades.csv
W3LL PEOPLE,Narcissist Foundation Stick,Medium Pink,NA,#D29876,210,152,118,0.643137,cool,,Cosmetic Foundation Shades,allShades.csv
W3LL PEOPLE,Narcissist Foundation Stick,Dark Golden,NA,#CB9267,203,146,103,0.6,warm,,Cosmetic Foundation Shades,allShades.csv
W3LL PEOPLE,Narcissist Foundation Stick,Dark Neutral,NA,#CE8E64,206,142,100,0.6,neutral,,Cosmetic Foundation Shades,allShades.csv
W3LL PEOPLE,Narcissist Foundation Stick,Rich Mocha,NA,#B6815C,182,129,92,0.537255,neutral,,Cosmetic Foundation Shades,allShades.csv
Estée Lauder,Double Wear Stay In Place Matte Powder Foundation,Ivory Nude,1N1,#FEE9D0,254,233,208,0.905882,cool,,Cosmetic Foundation Shades,allShades.csv
Estée Lauder,Double Wear Stay In Place Matte Powder Foundation,Shell,1C0,#EDBFA5,237,191,165,0.788235,cool,,Cosmetic Foundation Shades,allShades.csv
Estée Lauder,Double Wear Stay In Place Matte Powder Foundation,Cool Bone,1C1,#FBE3D0,251,227,208,0.9,cool,,Cosmetic Foundation Shades,allShades.csv
Estée Lauder,Double Wear Stay In Place Matte Powder Foundation,Porcelain,1N0,#FEECDD,254,236,221,0.931373,cool,,Cosmetic Foundation Shades,allShades.csv
Estée Lauder,Double Wear Stay In Place Matte Powder Foundation,Ecru,1N2,#FDE9D7,253,233,215,0.917647,neutral,,Cosmetic Foundation Shades,allShades.csv
Estée Lauder,Double Wear Stay In Place Matte Powder Foundation,Warm Porcelain,1W0,#FDE2B8,253,226,184,0.856863,cool,,Cosmetic Foundation Shades,allShades.csv
Estée Lauder,Double Wear Stay In Place Matte Powder Foundation,Sand,1W2,#F3D8BA,243,216,186,0.841176,cool,,Cosmetic Foundation Shades,allShades.csv
Estée Lauder,Double Wear Stay In Place Matte Powder Foundation,Pure Beige,2C1,#FCDBB7,252,219,183,0.852941,warm,,Cosmetic Foundation Shades,allShades.csv
Estée Lauder,Double Wear Stay In Place Matte Powder Foundation,Fresco,2C3,#FEE3D3,254,227,211,0.911765,cool,,Cosmetic Foundation Shades,allShades.csv
Estée Lauder,Double Wear Stay In Place Matte Powder Foundation,Desert Beige,2N1,#FEDCB5,254,220,181,0.852941,warm,,Cosmetic Foundation Shades,allShades.csv
Estée Lauder,Double Wear Stay In Place Matte Powder Foundation,Buff,2N2,#FED9B3,254,217,179,0.84902,neutral,,Cosmetic Foundation Shades,allShades.csv
Estée Lauder,Double Wear Stay In Place Matte Powder Foundation,Dawn,2W1,#FAD6B2,250,214,178,0.839216,cool,,Cosmetic Foundation Shades,allShades.csv
Estée Lauder,Double Wear Stay In Place Matte Powder Foundation,Rattan,2W2,#FDD5A7,253,213,167,0.823529,cool,,Cosmetic Foundation Shades,allShades.csv
Estée Lauder,Double Wear Stay In Place Matte Powder Foundation,Dusk,3C1,#F6D2B2,246,210,178,0.831373,cool,,Cosmetic Foundation Shades,allShades.csv
Estée Lauder,Double Wear Stay In Place Matte Powder Foundation,Pebble,3C2,#F8D0AD,248,208,173,0.82549,cool,,Cosmetic Foundation Shades,allShades.csv
Estée Lauder,Double Wear Stay In Place Matte Powder Foundation,Ivory Beige,3N1,#FCCFA6,252,207,166,0.819608,cool,,Cosmetic Foundation Shades,allShades.csv
Estée Lauder,Double Wear Stay In Place Matte Powder Foundation,Wheat,3N2,#FEC895,254,200,149,0.790196,neutral,,Cosmetic Foundation Shades,allShades.csv
Estée Lauder,Double Wear Stay In Place Matte Powder Foundation,Tawny,3W1,#FECFA1,254,207,161,0.813725,cool,,Cosmetic Foundation Shades,allShades.csv
Estée Lauder,Double Wear Stay In Place Matte Powder Foundation,Fawn,3W1.5,#FDCA90,253,202,144,0.778431,cool,,Cosmetic Foundation Shades,allShades.csv
Estée Lauder,Double Wear Stay In Place Matte Powder Foundation,Cashew,3W2,#FACE91,250,206,145,0.77451,cool,,Cosmetic Foundation Shades,allShades.csv
Estée Lauder,Double Wear Stay In Place Matte Powder Foundation,Outdoor Beige,4C1,#FCC69A,252,198,154,0.796078,warm,,Cosmetic Foundation Shades,allShades.csv
Estée Lauder,Double Wear Stay In Place Matte Powder Foundation,Shell Beige,4N1,#F6CCA2,246,204,162,0.8,warm,,Cosmetic Foundation Shades,allShades.csv
Estée Lauder,Double Wear Stay In Place Matte Powder Foundation,Spiced Sand,4N2,#F0BE87,240,190,135,0.735294,neutral,,Cosmetic Foundation Shades,allShades.csv
Estée Lauder,Double Wear Stay In Place Matte Powder Foundation,Maple Sugar,4N3,#EEB378,238,179,120,0.701961,neutral,,Cosmetic Foundation Shades,allShades.csv
Estée Lauder,Double Wear Stay In Place Matte Powder Foundation,Honey Bronze,4W1,#EFBE83,239,190,131,0.72549,warm,,Cosmetic Foundation Shades,allShades.csv
Estée Lauder,Double Wear Stay In Place Matte Powder Foundation,Hazel,4W4,#FBC58E,251,197,142,0.770588,cool,,Cosmetic Foundation Shades,allShades.csv
Estée Lauder,Double Wear Stay In Place Matte Powder Foundation,Rich Chestnut,5C1,#E2A06E,226,160,110,0.658824,cool,,Cosmetic Foundation Shades,allShades.csv
Estée Lauder,Double Wear Stay In Place Matte Powder Foundation,Maple,5N1.5,#DE9A4A,222,154,74,0.580392,neutral,,Cosmetic Foundation Shades,allShades.csv
Estée Lauder,Double Wear Stay In Place Matte Powder Foundation,Amber Honey,5N2,#E09256,224,146,86,0.607843,warm,,Cosmetic Foundation Shades,allShades.csv
Estée Lauder,Double Wear Stay In Place Matte Powder Foundation,Bronze,5W1,#E5A96D,229,169,109,0.662745,warm,,Cosmetic Foundation Shades,allShades.csv
Estée Lauder,Double Wear Stay In Place Matte Powder Foundation,Cinnamon,5W1.5,#DCA167,220,161,103,0.633333,cool,,Cosmetic Foundation Shades,allShades.csv
Estée Lauder,Double Wear Stay In Place Matte Powder Foundation,Rich Caramel,5W2,#EAB179,234,177,121,0.696078,cool,,Cosmetic Foundation Shades,allShades.csv
Estée Lauder,Double Wear Stay In Place Matte Powder Foundation,Rich Cocoa,6C1,#E8A76D,232,167,109,0.668627,cool,,Cosmetic Foundation Shades,allShades.csv
Estée Lauder,Double Wear Stay In Place Matte Powder Foundation,Mocha,6N1,#D19365,209,147,101,0.607843,neutral,,Cosmetic Foundation Shades,allShades.csv
Estée Lauder,Double Wear Stay In Place Matte Powder Foundation,Truffle,6N2,#D2A27C,210,162,124,0.654902,neutral,,Cosmetic Foundation Shades,allShades.csv
Estée Lauder,Double Wear Stay In Place Matte Powder Foundation,Sandalwood,6W1,#E7A366,231,163,102,0.652941,cool,,Cosmetic Foundation Shades,allShades.csv
Estée Lauder,Double Wear Stay In Place Matte Powder Foundation,Rich Mahogany,7C1,#BE7758,190,119,88,0.545098,cool,,Cosmetic Foundation Shades,allShades.csv
Estée Lauder,Double Wear Stay In Place Matte Powder Foundation,Deep Amber,7N1,#B47349,180,115,73,0.496078,warm,,Cosmetic Foundation Shades,allShades.csv
Estée Lauder,Double Wear Stay In Place Matte Powder Foundation,Deep Spice,7W1,#C68253,198,130,83,0.55098,cool,,Cosmetic Foundation Shades,allShades.csv
Estée Lauder,Double Wear Stay In Place Matte Powder Foundation,Rich Java,8C1,#9E613B,158,97,59,0.42549,cool,,Cosmetic Foundation Shades,allShades.csv
Estée Lauder,Double Wear Stay In Place Matte Powder Foundation,Expresso,8N1,#96583E,150,88,62,0.415686,neutral,,Cosmetic Foundation Shades,allShades.csv
Dermablend,Quick Fix Body Foundation Stick,Caramel,35C,#E2AA7A,226,170,122,0.682353,cool,,Cosmetic Foundation Shades,allShades.csv
Dermablend,Quick Fix Body Foundation Stick,Nude,10C,#F5C799,245,199,153,0.780392,cool,,Cosmetic Foundation Shades,allShades.csv
Dermablend,Quick Fix Body Foundation Stick,Cream,20W,#E2B290,226,178,144,0.72549,cool,,Cosmetic Foundation Shades,allShades.csv
Dermablend,Quick Fix Body Foundation Stick,Sand,30N,#F6CB95,246,203,149,0.77451,neutral,,Cosmetic Foundation Shades,allShades.csv
Dermablend,Quick Fix Body Foundation Stick,Tawny,35W,#CB9C7F,203,156,127,0.647059,cool,,Cosmetic Foundation Shades,allShades.csv
Dermablend,Quick Fix Body Foundation Stick,Medium,40W,#CD9F68,205,159,104,0.605882,cool,,Cosmetic Foundation Shades,allShades.csv
Dermablend,Quick Fix Body Foundation Stick,Honey,50C,#DA9B67,218,155,103,0.629412,warm,,Cosmetic Foundation Shades,allShades.csv
